2.16.840.1.113883.3.42.127.56.255                 688                                                                        IVP WITH TOMOS                                                                                                                                                                                                                                                 4.3.2.1.12                                        209                                                                        UROGRAM INTRAVENOUS                                                                                                                                                                                                                                            120140429160354585
2.16.840.1.113883.3.42.127.56.255                 69                                                                         NUC BONE IMAGE WHOLE BODY                                                                                                                                                                                                                                      4.3.2.1.12                                        679                                                                        BONE SCAN, WHOLE BODY                                                                                                                                                                                                                                          120140429160354586
2.16.840.1.113883.3.42.127.56.255                 708                                                                        MAMMOGRAM, BILAT (SCREENING)                                                                                                                                                                                                                                   4.3.2.1.12                                        436                                                                        MAMMOGRAM BILAT                                                                                                                                                                                                                                                120140429160354586
2.16.840.1.113883.3.42.127.56.255                 71                                                                         NUC THREE PHASE BONE SCAN                                                                                                                                                                                                                                      4.3.2.1.12                                        788                                                                        BONE SCAN, THREE PHASE                                                                                                                                                                                                                                         120140429160354587
2.16.840.1.113883.3.42.127.56.255                 713                                                                        MYELOGRAM, LUMBAR                                                                                                                                                                                                                                              4.3.2.1.12                                        113                                                                        MYELOGRAM LUMBAR S&I                                                                                                                                                                                                                                           120140429160354660
2.16.840.1.113883.3.42.127.56.255                 718                                                                        ARTHROGRAM, LT ELBOW                                                                                                                                                                                                                                           4.3.2.1.12                                        131                                                                        ARTHROGRAM ELBOW S&I                                                                                                                                                                                                                                           120140429160354661
2.16.840.1.113883.3.42.127.56.255                 720                                                                        ARTHROGRAM, LT ANKLE                                                                                                                                                                                                                                           4.3.2.1.12                                        163                                                                        ARTHROGRAM ANKLE S&I                                                                                                                                                                                                                                           120140429160354661
2.16.840.1.113883.3.42.127.56.281                 176                                                                        SODIUM                                                                                                                                                                                                                                                         4.3.2.1.9                                         176                                                                        SODIUM                                                                                                                                                                                                                                                         120140429160354662
2.16.840.1.113883.3.42.127.56.281                 177                                                                        POTASSIUM                                                                                                                                                                                                                                                      4.3.2.1.9                                         177                                                                        POTASSIUM                                                                                                                                                                                                                                                      120140429160354662
2.16.840.1.113883.3.42.127.56.281                 178                                                                        CHLORIDE                                                                                                                                                                                                                                                       4.3.2.1.9                                         178                                                                        CHLORIDE                                                                                                                                                                                                                                                       120140429160354662
2.16.840.1.113883.3.42.127.56.281                 1785                                                                       TISSUE EXAM                                                                                                                                                                                                                                                    4.3.2.1.9                                         5908                                                                       TISSUE EXAM(SP)                                                                                                                                                                                                                                                120140429160354663
2.16.840.1.113883.3.42.127.56.281                 179                                                                        CO2                                                                                                                                                                                                                                                            4.3.2.1.9                                         179                                                                        CO2                                                                                                                                                                                                                                                            120140429160354663
2.16.840.1.113883.3.42.127.56.281                 1799                                                                       LYTES                                                                                                                                                                                                                                                          4.3.2.1.9                                         1655                                                                       LYTES                                                                                                                                                                                                                                                          120140429160354666
2.16.840.1.113883.3.42.127.56.281                 180                                                                        CALCIUM                                                                                                                                                                                                                                                        4.3.2.1.9                                         180                                                                        CALCIUM                                                                                                                                                                                                                                                        120140429160354666
2.16.840.1.113883.3.42.127.56.281                 1874                                                                       ETHANOL                                                                                                                                                                                                                                                        4.3.2.1.9                                         195                                                                        ETHANOL                                                                                                                                                                                                                                                        120140429160354741
2.16.840.1.113883.3.42.127.56.281                 1994                                                                       PINWORM EXAM                                                                                                                                                                                                                                                   4.3.2.1.9                                         1164                                                                       PINWORM EXAM                                                                                                                                                                                                                                                   120140429160354742
2.16.840.1.113883.3.42.127.56.281                 2008                                                                       GRAM STAIN                                                                                                                                                                                                                                                     4.3.2.1.9                                         362                                                                        GRAM STAIN                                                                                                                                                                                                                                                     120140429160354742
2.16.840.1.113883.3.42.127.56.281                 2238                                                                       ANION GAP                                                                                                                                                                                                                                                      4.3.2.1.9                                         1160                                                                       ANION GAP                                                                                                                                                                                                                                                      120140429160354742
2.16.840.1.113883.3.42.127.56.281                 3354                                                                       VIRAL CULTURE (N)                                                                                                                                                                                                                                              4.3.2.1.9                                         1081                                                                       VIRAL CULTURE (N)                                                                                                                                                                                                                                              120140429160354743
2.16.840.1.113883.3.42.127.56.281                 35                                                                         FIBRINOGEN                                                                                                                                                                                                                                                     4.3.2.1.9                                         35                                                                         FIBRINOGEN                                                                                                                                                                                                                                                     120140429160354743
2.16.840.1.113883.3.42.127.56.281                 3512                                                                       BONE MARROW BIOPSY                                                                                                                                                                                                                                             4.3.2.1.9                                         719                                                                        BONE MARROW                                                                                                                                                                                                                                                    120140429160354744
2.16.840.1.113883.3.42.127.56.281                 3562                                                                       TYPE AND CROSS                                                                                                                                                                                                                                                 4.3.2.1.9                                         1342                                                                       TRANSFUSION REQUEST                                                                                                                                                                                                                                            120140429160354744
2.16.840.1.113883.3.42.127.56.281                 3576                                                                       AUTOPSY                                                                                                                                                                                                                                                        4.3.2.1.9                                         5058                                                                       AUTOPSY COMPLETE                                                                                                                                                                                                                                               120140429160354744
2.16.840.1.113883.3.42.127.56.281                 3634                                                                       CYTOLOGIC GYN                                                                                                                                                                                                                                                  4.3.2.1.9                                         643                                                                        PAP SMEAR                                                                                                                                                                                                                                                      120140429160354745
2.16.840.1.113883.3.42.127.56.281                 3635                                                                       CYTOLOGIC NON-GYN                                                                                                                                                                                                                                              4.3.2.1.9                                         5910                                                                       NON GYNE CYTOLOGY                                                                                                                                                                                                                                              120140429160354820
2.16.840.1.113883.3.42.127.56.281                 3733                                                                       AFB SMEAR AND CULTURE                                                                                                                                                                                                                                          4.3.2.1.9                                         1119                                                                       AFB CULTURE & SMEAR (DOD)                                                                                                                                                                                                                                      120140429160354820
2.16.840.1.113883.3.42.127.56.281                 3734                                                                       ACID FAST STAIN                                                                                                                                                                                                                                                4.3.2.1.9                                         546                                                                        AFB SMEAR                                                                                                                                                                                                                                                      120140429160354821
2.16.840.1.113883.3.42.127.56.281                 3736                                                                       ACID FAST CULTURE                                                                                                                                                                                                                                              4.3.2.1.9                                         1748                                                                       AFB CULTURE & SMEAR                                                                                                                                                                                                                                            120140429160354821
2.16.840.1.113883.3.42.127.56.281                 3763                                                                       ABO/RH                                                                                                                                                                                                                                                         4.3.2.1.9                                         5111                                                                       ABO/RH-LAB                                                                                                                                                                                                                                                     120140429160354821
2.16.840.1.113883.3.42.127.56.281                 3767                                                                       AUTOLOGOUS DONATION                                                                                                                                                                                                                                            4.3.2.1.9                                         5011                                                                       AUTOLOGOUS WHOLE BLOOD                                                                                                                                                                                                                                         120140429160354822
2.16.840.1.113883.3.42.127.56.281                 3799                                                                       CHROMIUM                                                                                                                                                                                                                                                       4.3.2.1.9                                         328                                                                        CHROMIUM                                                                                                                                                                                                                                                       120140429160354822
2.16.840.1.113883.3.42.127.56.281                 4515                                                                       CULTURE                                                                                                                                                                                                                                                        4.3.2.1.9                                         548                                                                        CULTURE & SUSCEPTIBILITY                                                                                                                                                                                                                                       120140429160354826
2.16.840.1.113883.3.42.127.56.281                 5800                                                                       FUNGAL CULTURE                                                                                                                                                                                                                                                 4.3.2.1.9                                         554                                                                        FUNGAL CULTURE                                                                                                                                                                                                                                                 120140429160354827
2.16.840.1.113883.3.42.127.56.281                 5998                                                                       HIV-1/0/2                                                                                                                                                                                                                                                      4.3.2.1.9                                         1512                                                                       HIV-1/2 (ELISA)                                                                                                                                                                                                                                                120140429160354827
2.16.840.1.113883.3.42.127.56.282                 193                                                                        ULTRASOUND 200H                                                                                                                                                                                                                                                4.3.2.1.8                                         3965                                                                       RADIOLOGY - ULTRASOUND B                                                                                                                                                                                                                                       120140429160354901
2.16.840.1.113883.3.42.127.56.282                 196                                                                        MRI 200H                                                                                                                                                                                                                                                       4.3.2.1.8                                         3818                                                                       RADIOLOGY - MRI (AM)                                                                                                                                                                                                                                           120140429160354902
2.16.840.1.113883.3.42.127.56.282                 205                                                                        COMPUTED TOMOGRAPHY 200H                                                                                                                                                                                                                                       4.3.2.1.8                                         3769                                                                       RADIOLOGY - CT SCAN                                                                                                                                                                                                                                            120140429160354902
2.16.840.1.113883.3.42.127.56.282                 209                                                                        MAIN RADIOLOGY 200H                                                                                                                                                                                                                                            4.3.2.1.8                                         2003                                                                       RADIOLOGY                                                                                                                                                                                                                                                      120140429160354902
2.16.840.1.113883.3.42.127.56.282                 32                                                                         Orthopedic Clinic 200H                                                                                                                                                                                                                                         4.3.2.1.8                                         3124                                                                       SME ORTHO                                                                                                                                                                                                                                                      120140429160354903
2.16.840.1.113883.3.42.127.56.282                 3737                                                                       Emergency Medical Care 200h                                                                                                                                                                                                                                    4.3.2.1.8                                         1777                                                                       ED - PM VETEREAN                                                                                                                                                                                                                                               120140429160354903
2.16.840.1.113883.3.42.127.56.282                 3886                                                                       FLURO 200H                                                                                                                                                                                                                                                     4.3.2.1.8                                         3770                                                                       RADIOLOGY - FLUOROSCOPY                                                                                                                                                                                                                                        120140429160354903
2.16.840.1.113883.3.42.127.56.282                 4167                                                                       Internal Medicine 200H                                                                                                                                                                                                                                         4.3.2.1.8                                         3877                                                                       NUR MEDICINE                                                                                                                                                                                                                                                   120140429160354904
2.16.840.1.113883.3.42.127.56.282                 56                                                                         NUCLEAR MEDICINE 200H                                                                                                                                                                                                                                          4.3.2.1.8                                         3772                                                                       RADIOLOGY - NUCLEAR MED GEN                                                                                                                                                                                                                                    120140429160354904
2.16.840.1.113883.3.42.127.56.282                 608715                                                                     VA APV Surgery                                                                                                                                                                                                                                                 4.3.2.1.8                                         400                                                                        AMB SURGERY - O.R.                                                                                                                                                                                                                                             120140429160354904
2.16.840.1.113883.3.42.127.56.282                 608717                                                                     VA APV Orthopedics                                                                                                                                                                                                                                             4.3.2.1.8                                         396                                                                        AMB SURGERY - ORTHO VA                                                                                                                                                                                                                                         120140429160354978
2.16.840.1.113883.3.42.127.56.282                 608718                                                                     VA Emergency Room                                                                                                                                                                                                                                              4.3.2.1.8                                         1779                                                                       ED - DAY VETERAN                                                                                                                                                                                                                                               120140429160354979
2.16.840.1.113883.3.42.127.56.282                 608776                                                                     Internal Medicine VA                                                                                                                                                                                                                                           4.3.2.1.8                                         3463                                                                       SME INTERNAL MEDICINE                                                                                                                                                                                                                                          120140429160354979
2.16.840.1.113883.3.42.127.56.282                 608777                                                                     Dental DoD                                                                                                                                                                                                                                                     4.3.2.1.8                                         2056                                                                       SME DENTAL                                                                                                                                                                                                                                                     120140429160354979
2.16.840.1.113883.3.42.127.56.295                 139                                                                        FECES                                                                                                                                                                                                                                                          4.3.5.3                                           139                                                                        FECES                                                                                                                                                                                                                                                          120140429160354980
2.16.840.1.113883.3.42.127.56.295                 180                                                                        FOOT                                                                                                                                                                                                                                                           4.3.5.3                                           180                                                                        FOOT                                                                                                                                                                                                                                                           120140429160354980
2.16.840.1.113883.3.42.127.56.295                 315                                                                        SKIN                                                                                                                                                                                                                                                           4.3.5.3                                           315                                                                        SKIN                                                                                                                                                                                                                                                           120140429160354980
2.16.840.1.113883.3.42.127.56.295                 319                                                                        BONE MARROW                                                                                                                                                                                                                                                    4.3.5.3                                           319                                                                        BONE MARROW                                                                                                                                                                                                                                                    120140429160354981
2.16.840.1.113883.3.42.127.56.295                 360                                                                        SPUTUM                                                                                                                                                                                                                                                         4.3.5.3                                           360                                                                        SPUTUM                                                                                                                                                                                                                                                         120140429160354981
2.16.840.1.113883.3.42.127.56.295                 363                                                                        EAR                                                                                                                                                                                                                                                            4.3.5.3                                           363                                                                        EAR                                                                                                                                                                                                                                                            120140429160354981
2.16.840.1.113883.3.42.127.56.295                 6238                                                                       VAGINAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                     4.3.5.3                                           6238                                                                       VAGINAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                     120140429160355058
2.16.840.1.113883.3.42.127.56.295                 70                                                                         BLOOD                                                                                                                                                                                                                                                          4.3.5.3                                           8882                                                                       BLOOD                                                                                                                                                                                                                                                          120140429160355058
2.16.840.1.113883.3.42.127.56.295                 72                                                                         SERUM                                                                                                                                                                                                                                                          4.3.5.3                                           72                                                                         SERUM                                                                                                                                                                                                                                                          120140429160355059
2.16.840.1.113883.3.42.127.56.295                 73                                                                         PLASMA                                                                                                                                                                                                                                                         4.3.5.3                                           73                                                                         PLASMA                                                                                                                                                                                                                                                         120140429160355060
